transparent mesh count, total frame render time, shadow mapping time, geometry draw time, combination draw time
1027,1.994752,1.374208,0.584704,1.958912
1028,2.079744,1.47456,0.56832,2.04288
1029,1.959936,1.342464,0.574464,1.916928
1030,1.9712,1.34656,0.585728,1.932288
1031,1.96608,1.343488,0.586752,1.93024
1032,1.934336,1.344512,0.553984,1.898496
1033,2.113536,1.481728,0.595968,2.077696
1034,2.148352,1.538048,0.575488,2.113536
1035,2.225152,1.379328,0.809984,2.189312
1036,2.118656,1.354752,0.728064,2.082816
1037,1.941504,1.338368,0.566272,1.90464
1038,2.240512,1.375232,0.82944,2.204672
1039,2.020352,1.401856,0.582656,1.984512
1040,1.952768,1.358848,0.559104,1.917952
1041,2.055168,1.426432,0.592896,2.019328
1042,2.270208,1.5104,0.724992,2.235392
1043,2.015232,1.386496,0.590848,1.977344
1044,1.936384,1.34144,0.559104,1.900544
1045,2.120704,1.349632,0.731136,2.080768
1046,1.954816,1.354752,0.564224,1.918976
1047,2.010112,1.376256,0.598016,1.974272
1048,2.100224,1.502208,0.561152,2.06336
1049,2.36544,1.584128,0.745472,2.3296
1050,2.006016,1.378304,0.591872,1.970176
1051,2.115584,1.51552,0.5632,2.07872
1052,3.304448,2.747392,0.512,3.259392
1053,1.990656,1.374208,0.579584,1.953792
1054,2.10944,1.360896,0.712704,2.0736
1055,1.96608,1.360896,0.56832,1.929216
1056,2.093056,1.465344,0.590848,2.056192
1057,2.290688,1.490944,0.763904,2.254848
1058,2.004992,1.37216,0.595968,1.968128
1059,1.985536,1.353728,0.594944,1.948672
1060,1.915904,1.317888,0.562176,1.880064
1061,2.178048,1.370112,0.772096,2.142208
1062,2.002944,1.36704,0.600064,1.967104
1063,2.111488,1.34144,0.73216,2.0736
1064,1.980416,1.36704,0.577536,1.944576
1065,1.998848,1.37216,0.5888,1.96096
1066,2.084864,1.481728,0.566272,2.048
1067,1.951744,1.337344,0.570368,1.907712
1068,2.167808,1.55136,0.57344,2.1248
1069,2.39104,1.702912,0.651264,2.354176
1070,2.262016,1.550336,0.674816,2.225152
1071,2.33984,1.536,0.769024,2.305024
1072,2.010112,1.360896,0.610304,1.9712
1073,2.123776,1.359872,0.728064,2.087936
1074,3.648512,3.022848,0.590848,3.613696
1075,1.924096,1.311744,0.577536,1.88928
1076,2.168832,1.534976,0.595968,2.130944
1077,2.282496,1.47968,0.766976,2.246656
1078,2.008064,1.381376,0.590848,1.972224
1079,1.990656,1.36192,0.591872,1.953792
1080,1.978368,1.380352,0.562176,1.942528
1081,3.381248,1.521664,1.824768,3.346432
1082,1.961984,1.34656,0.580608,1.927168
1083,1.924096,1.312768,0.57344,1.886208
1084,2.025472,1.395712,0.592896,1.988608
1085,2.080768,1.47456,0.569344,2.043904
1086,1.958912,1.357824,0.564224,1.922048
1087,2.030592,1.390592,0.603136,1.993728
1088,2.06848,1.468416,0.564224,2.03264
1089,4.898816,2.714624,2.149376,4.864
1090,2.28864,1.562624,0.6912,2.253824
1091,2.188288,1.557504,0.595968,2.153472
1092,2.245632,1.52064,0.689152,2.209792
1093,2.096128,1.40288,0.656384,2.059264
1094,1.98656,1.369088,0.582656,1.951744
1095,2.286592,1.5872,0.663552,2.250752
1096,3.4304,2.879488,0.514048,3.393536
1097,2.21696,1.593344,0.587776,2.18112
1098,2.050048,1.41312,0.59904,2.01216
1099,2.368512,1.64864,0.685056,2.333696
1100,2.014208,1.384448,0.59392,1.978368
1101,2.127872,1.354752,0.736256,2.091008
1102,1.974272,1.36704,0.570368,1.937408
1103,1.992704,1.362944,0.59392,1.956864
1104,2.313216,1.599488,0.673792,2.27328
1105,2.26816,1.588224,0.644096,2.23232
1106,2.358272,1.531904,0.789504,2.321408
1107,2.03776,1.373184,0.627712,2.000896
1108,1.96608,1.36192,0.56832,1.93024
1109,2.009088,1.378304,0.594944,1.973248
1110,1.961984,1.359872,0.565248,1.92512
1111,2.177024,1.354752,0.786432,2.141184
1112,2.212864,1.384448,0.7936,2.178048
1113,2.16576,1.53088,0.59904,2.12992
1114,1.972224,1.363968,0.571392,1.93536
1115,2.024448,1.385472,0.59392,1.979392
1116,2.079744,1.465344,0.57856,2.043904
1117,1.964032,1.352704,0.57344,1.926144
1118,3.678208,1.368064,2.27328,3.641344
1119,2.164736,1.538048,0.590848,2.128896
1120,2.199552,1.57696,0.585728,2.162688
1121,2.08384,1.476608,0.571392,2.048
1122,2.000896,1.3824,0.58368,1.96608
1123,2.10944,1.329152,0.744448,2.0736
1124,2.092032,1.483776,0.572416,2.056192
1125,3.761152,1.569792,2.15552,3.725312
1126,1.97632,1.355776,0.58368,1.939456
1127,1.977344,1.358848,0.582656,1.941504
1128,2.006016,1.386496,0.580608,1.967104
1129,2.101248,1.480704,0.584704,2.065408
1130,1.983488,1.376256,0.570368,1.946624
1131,2.018304,1.371136,0.611328,1.982464
1132,2.142208,1.51552,0.590848,2.106368
1133,2.243584,1.548288,0.659456,2.207744
1134,2.056192,1.446912,0.572416,2.019328
1135,2.332672,1.68448,0.612352,2.296832
1136,2.311168,1.524736,0.750592,2.275328
1137,2.24768,1.426432,0.785408,2.21184
1138,2.010112,1.381376,0.59392,1.975296
1139,1.958912,1.353728,0.56832,1.922048
1140,3.633152,1.385472,2.210816,3.596288
1141,2.004992,1.369088,0.595968,1.965056
